start_x,start_y,end_x,end_y,most_left,most_right,most_down,most_up,clean,priority,oneway
-75.6776886,45.4252948,-75.6790603,45.4269287,-75.7299279,-75.6515738,45.4068347,45.4308387,False,5,False
-75.6919574,45.4081314,-75.6915501,45.4085748,-75.7299279,-75.6515738,45.4068347,45.4308387,False,2,True
-75.6773509,45.4189616,-75.6771998,45.4190197,-75.7299279,-75.6515738,45.4068347,45.4308387,False,3,True
-75.6806286,45.4240595,-75.681517,45.4236868,-75.7299279,-75.6515738,45.4068347,45.4308387,False,5,False
-75.7169971,45.4076534,-75.7174009,45.4082006,-75.7299279,-75.6515738,45.4068347,45.4308387,False,5,False
-75.6851062,45.4178156,-75.6860318,45.4174262,-75.7299279,-75.6515738,45.4068347,45.4308387,False,5,True
-75.6852476,45.4280814,-75.684763,45.4274937,-75.7299279,-75.6515738,45.4068347,45.4308387,False,3,False
-75.7070754,45.4137472,-75.705586,45.4143667,-75.7299279,-75.6515738,45.4068347,45.4308387,False,5,True
-75.6776886,45.4252948,-75.6787134,45.424864,-75.7299279,-75.6515738,45.4068347,45.4308387,False,5,False
-75.680879,45.4307864,-75.6803845,45.4301541,-75.7299279,-75.6515738,45.4068347,45.4308387,False,4,False
-75.6640371,45.4243496,-75.6641311,45.4249639,-75.7299279,-75.6515738,45.4068347,45.4308387,False,5,False
-75.7252363,45.4076536,-75.7259612,45.4073669,-75.7299279,-75.6515738,45.4068347,45.4308387,False,3,False
-75.6822812,45.4111476,-75.6816868,45.4106417,-75.7299279,-75.6515738,45.4068347,45.4308387,False,5,False
-75.6843034,45.4121139,-75.6912932,45.4091632,-75.7299279,-75.6515738,45.4068347,45.4308387,False,0,True
-75.6718059,45.425592,-75.6726582,45.4252242,-75.7299279,-75.6515738,45.4068347,45.4308387,False,4,False
-75.6977922,45.4202049,-75.6970684,45.4193702,-75.7299279,-75.6515738,45.4068347,45.4308387,False,3,True
-75.6787134,45.424864,-75.6797489,45.4244306,-75.7299279,-75.6515738,45.4068347,45.4308387,False,5,False
-75.7049736,45.4136257,-75.7044142,45.412949,-75.7299279,-75.6515738,45.4068347,45.4308387,False,5,True
-75.6895753,45.4305265,-75.6890574,45.4298957,-75.7299279,-75.6515738,45.4068347,45.4308387,False,6,False
-75.7107622,45.4137527,-75.7112554,45.4135306,-75.7299279,-75.6515738,45.4068347,45.4308387,False,3,False
-75.6556816,45.4118884,-75.6557171,45.411781,-75.7299279,-75.6515738,45.4068347,45.4308387,False,4,True
-75.682746,45.408487,-75.6864633,45.4069802,-75.7299279,-75.6515738,45.4068347,45.4308387,False,5,False
-75.7101043,45.4087508,-75.7088307,45.4091223,-75.7299279,-75.6515738,45.4068347,45.4308387,False,5,False
-75.7199479,45.4269399,-75.7200017,45.4275797,-75.7299279,-75.6515738,45.4068347,45.4308387,False,3,True
-75.6930421,45.4210407,-75.695101,45.4201791,-75.7299279,-75.6515738,45.4068347,45.4308387,False,3,False
-75.6524165,45.4101027,-75.6530472,45.4115505,-75.7299279,-75.6515738,45.4068347,45.4308387,False,4,False
-75.7121633,45.4185967,-75.7114134,45.4190267,-75.7299279,-75.6515738,45.4068347,45.4308387,False,6,True
-75.6909814,45.429927,-75.6917394,45.4296131,-75.7299279,-75.6515738,45.4068347,45.4308387,False,6,False
-75.6750155,45.4221409,-75.6763324,45.4236738,-75.7299279,-75.6515738,45.4068347,45.4308387,False,5,False
-75.6940632,45.4294874,-75.6922767,45.4302483,-75.7299279,-75.6515738,45.4068347,45.4308387,False,3,True
-75.697451,45.4131697,-75.6952438,45.4140626,-75.7299279,-75.6515738,45.4068347,45.4308387,False,5,True
-75.7033068,45.4116091,-75.7053405,45.410755,-75.7299279,-75.6515738,45.4068347,45.4308387,False,5,True
-75.654453,45.4100477,-75.6539245,45.4096726,-75.7299279,-75.6515738,45.4068347,45.4308387,False,5,False
-75.6915052,45.4191891,-75.6935196,45.418357,-75.7299279,-75.6515738,45.4068347,45.4308387,False,5,True
-75.6880183,45.4260939,-75.6894464,45.4254851,-75.7299279,-75.6515738,45.4068347,45.4308387,False,2,False
-75.7174188,45.4290383,-75.7173648,45.4283573,-75.7299279,-75.6515738,45.4068347,45.4308387,False,5,True
-75.6769932,45.4121967,-75.6764575,45.4112659,-75.7299279,-75.6515738,45.4068347,45.4308387,False,5,False
-75.6996304,45.4071826,-75.6978997,45.4079067,-75.7299279,-75.6515738,45.4068347,45.4308387,False,5,False
-75.7127759,45.4261904,-75.7121097,45.4261401,-75.7299279,-75.6515738,45.4068347,45.4308387,False,5,False
-75.7264742,45.4254129,-75.7262249,45.4241327,-75.7299279,-75.6515738,45.4068347,45.4308387,False,5,False
-75.6524419,45.4258188,-75.6525478,45.4264693,-75.7299279,-75.6515738,45.4068347,45.4308387,False,4,False
-75.7147822,45.4163181,-75.7147206,45.4162184,-75.7299279,-75.6515738,45.4068347,45.4308387,False,3,True
-75.7113799,45.4285341,-75.7114091,45.4283554,-75.7299279,-75.6515738,45.4068347,45.4308387,False,5,False
-75.7101849,45.4088851,-75.7116286,45.4084518,-75.7299279,-75.6515738,45.4068347,45.4308387,False,5,False
-75.6852476,45.4280814,-75.6852799,45.4281255,-75.7299279,-75.6515738,45.4068347,45.4308387,False,3,False
-75.6840895,45.4113481,-75.6841152,45.4112487,-75.7299279,-75.6515738,45.4068347,45.4308387,False,3,True
-75.7160947,45.411456,-75.7154094,45.4103615,-75.7299279,-75.6515738,45.4068347,45.4308387,False,3,False
-75.6877269,45.4249288,-75.6878269,45.42458,-75.7299279,-75.6515738,45.4068347,45.4308387,False,2,True
-75.681854,45.4147887,-75.682756,45.4117514,-75.7299279,-75.6515738,45.4068347,45.4308387,False,3,False
-75.6575728,45.4261135,-75.6574838,45.425445,-75.7299279,-75.6515738,45.4068347,45.4308387,False,5,False
-75.6749707,45.4091168,-75.6738389,45.4094168,-75.7299279,-75.6515738,45.4068347,45.4308387,False,5,False
-75.6568771,45.4077369,-75.6537095,45.409053,-75.7299279,-75.6515738,45.4068347,45.4308387,False,5,False
-75.6854344,45.4090549,-75.6857477,45.4094132,-75.7299279,-75.6515738,45.4068347,45.4308387,False,5,False
-75.6837054,45.4137197,-75.6840699,45.4136586,-75.7299279,-75.6515738,45.4068347,45.4308387,False,5,False
-75.7191273,45.4244948,-75.7165863,45.4246806,-75.7299279,-75.6515738,45.4068347,45.4308387,False,3,True
-75.6587558,45.4222006,-75.6582566,45.4215533,-75.7299279,-75.6515738,45.4068347,45.4308387,False,5,False
-75.7237453,45.4081757,-75.7186852,45.4103784,-75.7299279,-75.6515738,45.4068347,45.4308387,False,3,False
-75.7032829,45.4143241,-75.7049736,45.4136257,-75.7299279,-75.6515738,45.4068347,45.4308387,False,5,True
-75.6936022,45.4121606,-75.6941188,45.4127608,-75.7299279,-75.6515738,45.4068347,45.4308387,False,2,False
-75.7140453,45.4243385,-75.7136311,45.4246503,-75.7299279,-75.6515738,45.4068347,45.4308387,False,6,True
-75.7264303,45.4071627,-75.7257825,45.4068347,-75.7299279,-75.6515738,45.4068347,45.4308387,False,5,False
-75.7112554,45.4135306,-75.711792,45.413299,-75.7299279,-75.6515738,45.4068347,45.4308387,False,3,False
-75.6990653,45.4185324,-75.7012096,45.417655,-75.7299279,-75.6515738,45.4068347,45.4308387,False,3,False
-75.6945871,45.4301171,-75.6940632,45.4294874,-75.7299279,-75.6515738,45.4068347,45.4308387,False,6,False
-75.7126442,45.4129346,-75.7160947,45.411456,-75.7299279,-75.6515738,45.4068347,45.4308387,False,3,False
-75.6587241,45.4236264,-75.6585341,45.4228275,-75.7299279,-75.6515738,45.4068347,45.4308387,False,5,False
-75.7287397,45.4296142,-75.7273345,45.4273558,-75.7299279,-75.6515738,45.4068347,45.4308387,False,5,False
-75.6574185,45.4229149,-75.6585341,45.4228275,-75.7299279,-75.6515738,45.4068347,45.4308387,False,5,False
-75.6864633,45.4069802,-75.682746,45.408487,-75.7299279,-75.6515738,45.4068347,45.4308387,False,5,False
-75.6924121,45.4242113,-75.687663,45.4223383,-75.7299279,-75.6515738,45.4068347,45.4308387,False,3,True
-75.6914067,45.4083229,-75.6912445,45.4080379,-75.7299279,-75.6515738,45.4068347,45.4308387,False,2,False
-75.7070425,45.4187029,-75.705586,45.4193286,-75.7299279,-75.6515738,45.4068347,45.4308387,False,5,True
-75.6701816,45.4208655,-75.6708415,45.4216633,-75.7299279,-75.6515738,45.4068347,45.4308387,False,5,False
-75.7121097,45.4261401,-75.7127759,45.4261904,-75.7299279,-75.6515738,45.4068347,45.4308387,False,5,False
-75.671915,45.4201392,-75.67276,45.4197875,-75.7299279,-75.6515738,45.4068347,45.4308387,False,5,False
-75.6573823,45.4248211,-75.657294,45.4242032,-75.7299279,-75.6515738,45.4068347,45.4308387,False,5,False
-75.6917394,45.4296131,-75.6909814,45.429927,-75.7299279,-75.6515738,45.4068347,45.4308387,False,6,False
-75.7022656,45.4155727,-75.7001922,45.4164245,-75.7299279,-75.6515738,45.4068347,45.4308387,False,5,True
-75.6870725,45.414056,-75.6865488,45.4134525,-75.7299279,-75.6515738,45.4068347,45.4308387,False,3,False
-75.6556816,45.4118884,-75.6560634,45.4119485,-75.7299279,-75.6515738,45.4068347,45.4308387,False,3,True
-75.6575728,45.4261135,-75.6576771,45.4268352,-75.7299279,-75.6515738,45.4068347,45.4308387,False,5,False
-75.7066334,45.4110795,-75.7056156,45.4093174,-75.7299279,-75.6515738,45.4068347,45.4308387,False,5,False
-75.7266338,45.4294627,-75.72578,45.4303675,-75.7299279,-75.6515738,45.4068347,45.4308387,False,5,False
-75.6835227,45.4098256,-75.6833073,45.4099173,-75.7299279,-75.6515738,45.4068347,45.4308387,False,5,True
-75.7036745,45.4078891,-75.7045381,45.4075037,-75.7299279,-75.6515738,45.4068347,45.4308387,False,3,False
-75.7232796,45.4275258,-75.7227812,45.4268005,-75.7299279,-75.6515738,45.4068347,45.4308387,False,5,False
-75.6758927,45.4187271,-75.6765309,45.4188695,-75.7299279,-75.6515738,45.4068347,45.4308387,False,3,True
-75.6945759,45.4195741,-75.696536,45.4187563,-75.7299279,-75.6515738,45.4068347,45.4308387,False,5,True
-75.7195478,45.423204,-75.7188581,45.4233213,-75.7299279,-75.6515738,45.4068347,45.4308387,False,5,False
-75.6639366,45.4237097,-75.662418,45.4238371,-75.7299279,-75.6515738,45.4068347,45.4308387,False,5,False
-75.7054505,45.4071183,-75.7064839,45.4089348,-75.7299279,-75.6515738,45.4068347,45.4308387,False,5,False
-75.6978887,45.4103809,-75.6958069,45.4112501,-75.7299279,-75.6515738,45.4068347,45.4308387,False,3,False
-75.7114388,45.4259613,-75.7115488,45.426004,-75.7299279,-75.6515738,45.4068347,45.4308387,False,6,False
-75.6739853,45.4225804,-75.6730842,45.4229664,-75.7299279,-75.6515738,45.4068347,45.4308387,False,5,False
-75.6652398,45.4229676,-75.6649491,45.422342,-75.7299279,-75.6515738,45.4068347,45.4308387,False,5,False
-75.7280357,45.4093352,-75.7286334,45.4095875,-75.7299279,-75.6515738,45.4068347,45.4308387,False,4,True
-75.6831515,45.4091803,-75.6849308,45.4084614,-75.7299279,-75.6515738,45.4068347,45.4308387,False,5,False
-75.6778,45.4295847,-75.6772966,45.42897,-75.7299279,-75.6515738,45.4068347,45.4308387,False,5,False
-75.6883823,45.4267518,-75.6880183,45.4260939,-75.7299279,-75.6515738,45.4068347,45.4308387,False,2,True
-75.6601498,45.4246297,-75.6600606,45.4239893,-75.7299279,-75.6515738,45.4068347,45.4308387,False,5,False
-75.6668419,45.4173149,-75.6656806,45.4172736,-75.7299279,-75.6515738,45.4068347,45.4308387,False,6,False
-75.6978997,45.4079067,-75.6973854,45.40729,-75.7299279,-75.6515738,45.4068347,45.4308387,False,5,False
-75.6889391,45.4297516,-75.6873023,45.4304272,-75.7299279,-75.6515738,45.4068347,45.4308387,False,6,True
-75.7123917,45.4097118,-75.7109596,45.4101323,-75.7299279,-75.6515738,45.4068347,45.4308387,False,5,False
-75.6845971,45.4172445,-75.6831425,45.4178474,-75.7299279,-75.6515738,45.4068347,45.4308387,False,5,False
-75.6752783,45.4241071,-75.6766368,45.4257282,-75.7299279,-75.6515738,45.4068347,45.4308387,False,4,False
-75.7100282,45.4172197,-75.7091678,45.4187064,-75.7299279,-75.6515738,45.4068347,45.4308387,False,6,True
-75.6869816,45.4170353,-75.6889475,45.416219,-75.7299279,-75.6515738,45.4068347,45.4308387,False,5,True
-75.6541392,45.4234485,-75.6541629,45.4236227,-75.7299279,-75.6515738,45.4068347,45.4308387,False,5,False
-75.7194692,45.4306196,-75.7203154,45.4305918,-75.7299279,-75.6515738,45.4068347,45.4308387,False,5,False
-75.6865067,45.4194542,-75.6859397,45.4187878,-75.7299279,-75.6515738,45.4068347,45.4308387,False,5,False
-75.6862443,45.4130915,-75.6860276,45.4128475,-75.7299279,-75.6515738,45.4068347,45.4308387,False,3,False
-75.6789026,45.4068655,-75.6779786,45.4071335,-75.7299279,-75.6515738,45.4068347,45.4308387,False,5,False
-75.7094856,45.4077285,-75.7109352,45.4072976,-75.7299279,-75.6515738,45.4068347,45.4308387,False,5,False
-75.6965359,45.4240269,-75.6949609,45.4246723,-75.7299279,-75.6515738,45.4068347,45.4308387,False,2,True
-75.6754168,45.4284618,-75.6740249,45.4268218,-75.7299279,-75.6515738,45.4068347,45.4308387,False,5,False
-75.6716901,45.4213005,-75.6708415,45.4216633,-75.7299279,-75.6515738,45.4068347,45.4308387,False,4,False
-75.6883823,45.4267518,-75.6891033,45.4264432,-75.7299279,-75.6515738,45.4068347,45.4308387,False,3,False
-75.723723,45.4259539,-75.7240603,45.425855,-75.7299279,-75.6515738,45.4068347,45.4308387,False,6,False
-75.7173185,45.4276711,-75.7161483,45.4276907,-75.7299279,-75.6515738,45.4068347,45.4308387,False,5,False
-75.7117294,45.40862,-75.713926,45.4079215,-75.7299279,-75.6515738,45.4068347,45.4308387,False,5,False
-75.6803827,45.4276791,-75.6788421,45.42832,-75.7299279,-75.6515738,45.4068347,45.4308387,False,5,True
-75.7142558,45.415669,-75.7145919,45.4162774,-75.7299279,-75.6515738,45.4068347,45.4308387,False,3,True
-75.6895885,45.413824,-75.6915546,45.4130116,-75.7299279,-75.6515738,45.4068347,45.4308387,False,3,False
-75.7289439,45.424842,-75.7298788,45.424806,-75.7299279,-75.6515738,45.4068347,45.4308387,False,5,False
-75.7044142,45.412949,-75.7038581,45.4122761,-75.7299279,-75.6515738,45.4068347,45.4308387,False,5,True
-75.6875155,45.4114387,-75.6878243,45.4117965,-75.7299279,-75.6515738,45.4068347,45.4308387,False,3,True
-75.6760578,45.4217062,-75.6773515,45.4232487,-75.7299279,-75.6515738,45.4068347,45.4308387,False,5,False
-75.7146115,45.4090477,-75.7123917,45.4097118,-75.7299279,-75.6515738,45.4068347,45.4308387,False,5,False
-75.6819371,45.4270152,-75.6824628,45.4276314,-75.7299279,-75.6515738,45.4068347,45.4308387,False,5,False
-75.6840895,45.4113481,-75.6855077,45.4122553,-75.7299279,-75.6515738,45.4068347,45.4308387,False,3,True
-75.6864828,45.4164496,-75.6845971,45.4172445,-75.7299279,-75.6515738,45.4068347,45.4308387,False,5,False
-75.7098512,45.408333,-75.7101043,45.4087508,-75.7299279,-75.6515738,45.4068347,45.4308387,False,3,False
-75.6932892,45.4254615,-75.69283,45.4257387,-75.7299279,-75.6515738,45.4068347,45.4308387,False,2,True
-75.6842336,45.4268931,-75.6837078,45.4262735,-75.7299279,-75.6515738,45.4068347,45.4308387,False,3,False
-75.65451,45.4070958,-75.6537095,45.409053,-75.7299279,-75.6515738,45.4068347,45.4308387,False,5,False
-75.6899134,45.4150286,-75.6904362,45.414805,-75.7299279,-75.6515738,45.4068347,45.4308387,False,6,False
-75.7180272,45.4251314,-75.7165966,45.4256558,-75.7299279,-75.6515738,45.4068347,45.4308387,False,4,False
-75.6771581,45.4277282,-75.6762813,45.4281002,-75.7299279,-75.6515738,45.4068347,45.4308387,False,4,False
-75.7089454,45.4154116,-75.708224,45.4156998,-75.7299279,-75.6515738,45.4068347,45.4308387,False,3,True
-75.6537095,45.409053,-75.65451,45.4070958,-75.7299279,-75.6515738,45.4068347,45.4308387,False,5,False
-75.6556957,45.4124658,-75.6557022,45.4121644,-75.7299279,-75.6515738,45.4068347,45.4308387,False,4,True
-75.6875155,45.4114387,-75.6887225,45.4108933,-75.7299279,-75.6515738,45.4068347,45.4308387,False,3,True
-75.6757333,45.4173826,-75.6774025,45.4148304,-75.7299279,-75.6515738,45.4068347,45.4308387,False,0,True
-75.6583007,45.4121221,-75.6582524,45.4122272,-75.7299279,-75.6515738,45.4068347,45.4308387,False,2,True
-75.6773018,45.4190599,-75.678073,45.4195612,-75.7299279,-75.6515738,45.4068347,45.4308387,False,3,True
-75.7094856,45.4077285,-75.7098512,45.408333,-75.7299279,-75.6515738,45.4068347,45.4308387,False,3,False
-75.6829123,45.4253309,-75.681517,45.4236868,-75.7299279,-75.6515738,45.4068347,45.4308387,False,3,False
-75.6557171,45.411781,-75.6555978,45.4117646,-75.7299279,-75.6515738,45.4068347,45.4308387,False,3,True
-75.6837228,45.410241,-75.6833073,45.4099173,-75.7299279,-75.6515738,45.4068347,45.4308387,False,3,False
-75.6786402,45.4169787,-75.6784263,45.4174406,-75.7299279,-75.6515738,45.4068347,45.4308387,False,5,False
-75.7136311,45.4246503,-75.7114388,45.4259613,-75.7299279,-75.6515738,45.4068347,45.4308387,False,3,True
-75.6861698,45.4224327,-75.6875008,45.4233167,-75.7299279,-75.6515738,45.4068347,45.4308387,False,2,True
-75.6877269,45.4249288,-75.6875591,45.4250256,-75.7299279,-75.6515738,45.4068347,45.4308387,False,3,True
-75.7044142,45.412949,-75.7027285,45.4136548,-75.7299279,-75.6515738,45.4068347,45.4308387,False,5,True
-75.658601,45.4116426,-75.6578077,45.412063,-75.7299279,-75.6515738,45.4068347,45.4308387,False,6,True
-75.6815329,45.4105106,-75.6809217,45.4076442,-75.7299279,-75.6515738,45.4068347,45.4308387,False,5,False
-75.705586,45.4143667,-75.7052842,45.4140015,-75.7299279,-75.6515738,45.4068347,45.4308387,False,5,True
-75.691281,45.4217616,-75.690503,45.4220537,-75.7299279,-75.6515738,45.4068347,45.4308387,False,3,False
-75.709402,45.41008,-75.7086887,45.4103394,-75.7299279,-75.6515738,45.4068347,45.4308387,False,3,False
-75.713454,45.4172087,-75.7125977,45.4183434,-75.7299279,-75.6515738,45.4068347,45.4308387,False,2,True
-75.7230975,45.4249564,-75.7235399,45.4256679,-75.7299279,-75.6515738,45.4068347,45.4308387,False,3,False
-75.7192343,45.4276071,-75.7191825,45.4269713,-75.7299279,-75.6515738,45.4068347,45.4308387,False,5,True
-75.6773509,45.4189616,-75.6750526,45.4184326,-75.7299279,-75.6515738,45.4068347,45.4308387,False,3,True
-75.6864633,45.4069802,-75.6866827,45.4072437,-75.7299279,-75.6515738,45.4068347,45.4308387,False,5,False
-75.7184409,45.4144995,-75.7151587,45.4169842,-75.7299279,-75.6515738,45.4068347,45.4308387,False,5,False
-75.6996986,45.4158439,-75.7001922,45.4164245,-75.7299279,-75.6515738,45.4068347,45.4308387,False,3,True
-75.6912326,45.4157222,-75.6892401,45.4165541,-75.7299279,-75.6515738,45.4068347,45.4308387,False,5,True
-75.7113684,45.410817,-75.7117413,45.4114651,-75.7299279,-75.6515738,45.4068347,45.4308387,False,3,False
-75.6708415,45.4216633,-75.6699801,45.422017,-75.7299279,-75.6515738,45.4068347,45.4308387,False,4,False
-75.6891033,45.4264432,-75.6894464,45.4254851,-75.7299279,-75.6515738,45.4068347,45.4308387,False,3,False
-75.6761492,45.4125501,-75.6765985,45.4132822,-75.7299279,-75.6515738,45.4068347,45.4308387,False,5,False
-75.6889016,45.4154492,-75.6884765,45.4149793,-75.7299279,-75.6515738,45.4068347,45.4308387,False,5,True
-75.6797489,45.4244306,-75.6783756,45.4228087,-75.7299279,-75.6515738,45.4068347,45.4308387,False,5,False
-75.6887564,45.4285439,-75.6903157,45.4279041,-75.7299279,-75.6515738,45.4068347,45.4308387,False,6,False
-75.7054685,45.4168979,-75.703922,45.4175591,-75.7299279,-75.6515738,45.4068347,45.4308387,False,3,True
-75.7048938,45.4073529,-75.7045381,45.4075037,-75.7299279,-75.6515738,45.4068347,45.4308387,False,3,False
-75.7048938,45.4073529,-75.7054505,45.4071183,-75.7299279,-75.6515738,45.4068347,45.4308387,False,3,False
-75.6649472,45.4087599,-75.6648023,45.4090691,-75.7299279,-75.6515738,45.4068347,45.4308387,False,2,True
-75.6866827,45.4072437,-75.6864633,45.4069802,-75.7299279,-75.6515738,45.4068347,45.4308387,False,5,False
-75.6915501,45.4085748,-75.6920736,45.4094923,-75.7299279,-75.6515738,45.4068347,45.4308387,False,2,False
-75.6557555,45.4298945,-75.6553286,45.4299272,-75.7299279,-75.6515738,45.4068347,45.4308387,False,5,False
-75.6765985,45.4132822,-75.6761492,45.4125501,-75.7299279,-75.6515738,45.4068347,45.4308387,False,5,False
